"Key","File","Line","VisibleText"
"PORTRAIT_MODIFIER_custom_headgear_viserys_son_of_aenys_02","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","11"," Корона Визериса, сына Эйниса I, с драгоценными камнями"
"PORTRAIT_MODIFIER_custom_headgear_viserysiii_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","15"," Корона нищего Визериса III"
"roland_arryn_crown_description","localization/russian/ntc_artifacts_l_russian.yml","19","Корона короля Роланда I Аррена из Долины, изготовленная из серебра и украшенная голубыми самоцветами, серебряными соколами и крупной луной в центре.    История — Выкованная для короля Роланда I Аррена, эта корона была утрачена после его гибели от рук горных кланов. Считается, что теперь она пылится среди их награбленных сокровищ."
"roland_arryn_crown_name","localization/russian/ntc_artifacts_l_russian.yml","18","Корона Роланда I Аррена"
"rule_show_crowns_without_coronation","localization/russian/ntc_game_rules_l_russian.yml","10"," Crowns of Westeros — короны и коронации"
"rule_show_dynamic_crowns","localization/russian/ntc_game_rules_l_russian.yml","3"," Crowns of Westeros — динамические неканонические короны"
"rule_unlimited_hybrd_crowns","localization/russian/ntc_game_rules_l_russian.yml","17"," Crowns of Westeros — гибридные короны"
"setting_hide_crowns_without_coronation_enabled_desc","localization/russian/ntc_game_rules_l_russian.yml","14","По умолчанию CK3AGOT скрывает короны на персонажах, пока они не пройдут коронацию. Этот вариант сохраняет такое поведение."
"setting_show_crowns_without_coronation_enabled_desc","localization/russian/ntc_game_rules_l_russian.yml","12","По умолчанию CK3AGOT скрывает короны на персонажах, пока они не пройдут коронацию. Этот вариант отменяет такое поведение."
"seven_dragon_crown_description","localization/russian/ntc_artifacts_l_russian.yml","73","Сияющая золотая корона с крыловидными дугами по бокам, выразительной семиконечной звездой и обручем, украшенным розовыми самоцветами. Эта корона принадлежала Рейне Таргариен, дочери короля Эйгона III."
"seven_dragon_crown_name","localization/russian/ntc_artifacts_l_russian.yml","72","Корона Рейны, дочери Эйгона III"
"shieraseastar_crown_description","localization/russian/ntc_artifacts_l_russian.yml","211","Корона, созданная для Ширы Морской Звезды, дочери короля Эйгона IV Таргариена, прозванного Недостойным. Выполненная по образу её ожерелья, она украшена множеством морского белого жемчуга, а также более крупными зелёными и синими жемчужинами."
"showaerys_crown_description","localization/russian/ntc_artifacts_l_russian.yml","348","Простая золотая корона в форме преследующих друг друга волн пламени, подаренная Безумному королю Эйрису II Гильдией алхимиков."
"showrhaenyra_crown_01_description","localization/russian/ntc_artifacts_l_russian.yml","351","Золотая и серебряная корона, инкрустированная уникальными символами великих домов Вестероса (за исключением Грейджоев), которую, как говорят, часто носил король Визерис I во время турниров."
"showrhaenyra_crown_01_name","localization/russian/ntc_artifacts_l_russian.yml","350","Турнирная корона Визериса I"
"showrhaenyra_crown_02_description","localization/russian/ntc_artifacts_l_russian.yml","354","Золотая и серебряная корона, инкрустированная традиционными символами великих домов Вестероса (за исключением Грейджоев), а также разноцветными самоцветами, напоминающими камни короны Джейхейриса I. Созданная по образу турнирной короны её отца, эта корона иногда венчала Рейниру Таргариен в юности, когда её называли Отрадой Королевства."
"tyboltthunderbolt_crown_description","localization/russian/ntc_artifacts_l_russian.yml","181","Корона, которую короли Западных земель из дома Ланнистеров носили за тысячелетия и столетия до андалского завоевания. Золотой венец старого доандальского образца украшен львом в центре и четырьмя красными рубинами, которые, как говорят, были добавлены позднее.    История — Старейшая из известных ныне существующих корон Ланнистеров; ходили слухи, что её носил даже первый король Утёса, Лореон I Ланнистер по прозвищу Лев, хотя на деле её возраст и первый владелец считаются неизвестными.    Достоверно известно лишь имя её последнего исторического владельца: король Тибольт Ланнистер по прозвищу Молниеносный, сражавшийся с андалскими захватчиками именно в этой короне. Из-за этого её часто называли короной Молниеносного.    Из-за старого дизайна Первых людей корона вышла из моды при андалских королях Ланнистерах и после вторжения андалов тысячелетиями лежала без дела в Великой сокровищнице Утёса Кастерли."
"vaegon_crown_description","localization/russian/ntc_artifacts_l_russian.yml","151","Корона, созданная для Вейгона Таргариена, сына короля Джейхейриса I, на случай, если бы он стал королём, а не мейстером. Это простой серебряно-золотой обруч с круглыми цветными железными и расписными золотыми вставками: красные и золотые символы изображают герб дома Таргариенов, зелёные напоминают о Цитадели и её покровителях Хайтауэрах, а золотые цепи и книги мейстера завершают образ."
"vaegon_crown_name","localization/russian/ntc_artifacts_l_russian.yml","150","Корона Вейгона Таргариена, сына Джейхейриса I"
"visenya_circlet_description","localization/russian/ntc_artifacts_l_russian.yml","58","Диадема королевы Висеньи Таргариен, жены короля Эйгона I. Она повторяет корону её мужа: это круглый венец из валирийской стали, украшенный множеством овальных красных рубинов.    История — Висенья заказала и носила эту диадему после Завоевания. После её смерти венец переходил к Алис Харровей и Тианне из Мира; из-за дурной славы трёх женщин, носивших его, диадема обрела мрачную репутацию и стала крайне непопулярной среди последующих королев."
"viserys_son_of_aenys_02_description","localization/russian/ntc_artifacts_l_russian.yml","125","Корона, созданная для Визериса Таргариена, сына короля Эйниса I, на случай, если бы он выжил и стал королём. Обруч из тёмного металла и обсидиана с разноцветными самоцветами перекликается с Короной Завоевателя; часть его металла превращена в образы драконов."
"viserys_son_of_aenys_02_name","localization/russian/ntc_artifacts_l_russian.yml","124","Корона Визериса, сына Эйниса I, с драгоценными камнями"
"viserys_son_of_aenys_description","localization/russian/ntc_artifacts_l_russian.yml","122","Корона, созданная для Визериса Таргариена, сына короля Эйниса I, на случай, если бы он выжил и стал королём. Обруч из тёмного металла и обсидиана с красными рубинами перекликается с Короной Завоевателя; часть его металла превращена в образы драконов."
"viserys_son_of_aenys_name","localization/russian/ntc_artifacts_l_russian.yml","121","Рубиновая корона Визериса, сына Эйниса I"
"viserysiii_crown_description","localization/russian/ntc_artifacts_l_russian.yml","202","Корона, сделанная для Визериса Таргариена, сына короля Эйриса II Таргариена, если он вернёт себе право на трон и станет королём. Сделанная в основном из материалов Эссоса, она изготовлена из меди и бронзы, инкрустирована изумрудами Эссоса и украшена резными отпечатками спящих драконов, а также отпечатками яиц из обсидиана, серебра и ржавой зелёной меди."
"viserysiii_crown_name","localization/russian/ntc_artifacts_l_russian.yml","201","Корона нищего Визериса III Таргариена"
"westerlands2_crown_historic_description","localization/russian/ntc_artifacts_l_russian.yml","368","Корону Утёса носили короли Утёса из дома Ланнистеров, ведущие свой род от Ланна Умного и Лореона I Ланнистера по прозвищу Лев.     История — Последним эту корону носил Лорен Ланнистер по прозвищу Последний, пока не сдал её Эйгону Завоевателю во время его завоевания Семи Королевств."
