key,file,line,english,builtin,fallback
fab_ac_west.0020.desc.submit,localization/english/ac/fab_ac_04_west_l_english.yml,61,"I have chosen the living Reach over a king's pride. Before dragonfire can turn our fields to ash, I remove the crown descended from Garth Greenhand and set it at Aegon Targaryen's feet. He takes my crown but leaves me Highgarden, my line, and lordship over the Reach beneath his new throne.\n\nTen thousand years of Gardener kingship end by my own hand, but the fields will be sown again. The Mander will still run, and the green hand will endure without a crown upon it.",[],[]
fab_ac_west.0020.option1,localization/english/ac/fab_ac_04_west_l_english.yml,62,"By Our Hand, the Reach endures.",[],[]
fab_ac_west.0021,localization/english/ac/fab_ac_04_west_l_english.yml,64,The Last King of the Rock,[],[]
fab_ac_west.0021.desc,localization/english/ac/fab_ac_04_west_l_english.yml,65,"The heat still rises from the earth when I am led before Aegon Targaryen. Balerion waits behind him, black wings folded, while ash drifts across the ruin of the greatest army Westeros ever raised. No threat is spoken. None is needed.\n\nI lay down my sword, remove the golden crown of the Rock, and place both at the conqueror's feet. Aegon accepts my submission, then returns my sword and raises me as Lord of Casterly Rock and Warden of the West. My crown is gone, but my lands, my children, and the rule of House Lannister remain mine.\n\nThe Gardeners wagered everything and left no heir to mourn them. I have purchased the future of my house with a crown. A Lannister pays his debts—and I will remember both the mercy granted today and the price demanded for it.",[],[]
fab_ac_west.0021.desc.submit,localization/english/ac/fab_ac_04_west_l_english.yml,66,"Casterly Rock has never fallen, and I will not spend the lives of the west merely to prove its walls against dragonfire. I lay down my sword, remove the golden crown of the Rock, and place both at Aegon Targaryen's feet by my own decision.\n\nHe returns my sword and raises me as Lord of Casterly Rock and Warden of the West. My crown is gone, but my lands, my children, and the rule of House Lannister remain. I have purchased the future of my house with a crown, and a Lannister always pays his debts.",[],[]
fab_ac_west.0021.option1,localization/english/ac/fab_ac_04_west_l_english.yml,67,The crown is lost. The Rock and its lions endure.,[],[]
fab_ac_west.0022,localization/english/ac/fab_ac_04_west_l_english.yml,69,A Castle Without a King,[],[]
fab_ac_west.0022.desc,localization/english/ac/fab_ac_04_west_l_english.yml,70,"The king is dead. His sons are dead, his brothers, his cousins — every man of the green hand who rode to that cursed field is dead, and House Gardener has gone out of the world in a single afternoon of fire.\n\nAnd I, who have kept this castle's accounts and stores and keys as my fathers kept them for the kings of old, now hold Highgarden with no king to hold it for. The conqueror's host is on the Roseroad. There is no army left in the Reach to slow it, let alone stop it.\n\nI can open the gates and hand the dragon a jewel unburnt — or bar them, and make Highgarden a pyre for a dynasty already dead.",[],[]
fab_ac_west.0022.option1,localization/english/ac/fab_ac_04_west_l_english.yml,71,Open the gates. Highgarden must live.,[],[]
fab_ac_west.0022.option2,localization/english/ac/fab_ac_04_west_l_english.yml,72,"Bar the gates, for the memory of King Mern!",[],[]
fab_ac_west.0023,localization/english/ac/fab_ac_04_west_l_english.yml,74,The Steward's Reward,[],[]
fab_ac_west.0023.desc,localization/english/ac/fab_ac_04_west_l_english.yml,75,"I gave the conqueror Highgarden whole — its gates open, its granaries full, its people unbloodied — and he has given it back to me.\n\nLord of Highgarden. Lord Paramount of the Mander. Warden of the South. Titles that were never meant for a steward's line, and half the old houses of the Reach will choke on every one of them. They rode to the Field of Fire, and my house kept the castle standing and the harvest coming in, which is what the Reach has ever actually needed of its masters.\n\nHouse Tyrell owes the dragon everything. He will not find us forgetful.",[],[]
fab_ac_west.0023.option1,localization/english/ac/fab_ac_04_west_l_english.yml,76,Growing Strong.,[],[]
fab_ac_west.0024,localization/english/ac/fab_ac_04_west_l_english.yml,78,A New Lord of the Reach,[],[]
fab_ac_west.0024.desc,localization/english/ac/fab_ac_04_west_l_english.yml,79,"When my host came within sight of Highgarden, we found its gates already open and its walls unmanned. Harlan Tyrell, hereditary high steward of the Reach, came out to meet us on foot - and surrendered the greatest castle of the south without a sword drawn, its keys, its garrison, and its treasury entire. The green hand burned on the Field of Fire; its steward saw no profit in burning with it.\n\nNow the greatest seat of the south is mine to bestow, and three names weigh in my councils. Harlan Tyrell, whose house has administered the Reach for generations while the Gardeners wore the crown - every lord of the Mander knows his seal and his fairness, and a steward raised high by the king's own hand breeds no pretenders. Lord Peake of Starpike, proud and hard, whose line boasts Gardener blood by old marriages and holds the marches that watch Dorne - those of my counsellors who mistrust upjumped household men speak his name loudest. And there is a third I did not look to find alive: a nephew of King Mern, the last living drop of Garth Greenhand's line, carried from the Field of Fire so burned that the maesters marvel he still draws breath. Give the boy the garden and the green hand grows again - if he lives, and if a realm won by fire will kneel to what fire so nearly unmade.\n\nOne power of the Reach still stands apart: Oldtown. The Hightowers sit behind the walls of the richest city in Westeros and have sent neither defiance nor homage - only silence, and watchers on their towers. The Old Man of Oldtown waits to see what the gods intend. He can wait a little longer.\n\n#bold The garden must have a keeper. It falls to the dragon to choose him.#!",[],[]
fab_ac_west.0024.option1,localization/english/ac/fab_ac_04_west_l_english.yml,80,The rose shall tend the Reach.,[],[]
fab_ac_west.0024.option2,localization/english/ac/fab_ac_04_west_l_english.yml,81,Starpike has kept my peace in the marches. Peake shall keep the Reach.,[],[]
fab_ac_west.0024.option3,localization/english/ac/fab_ac_04_west_l_english.yml,82,The green hand shall grow again. Raise the last Gardener.,[],[]
fab_ac_west.0025,localization/english/ac/fab_ac_04_west_l_english.yml,84,The Rose Ascendant,[],[]
fab_ac_west.0025.desc,localization/english/ac/fab_ac_04_west_l_english.yml,85,"It was done in the great hall of Highgarden, beneath banners still smelling faintly of smoke. Harlan Tyrell knelt as a steward, and I raised him with my own hands as Lord of Highgarden, Lord Paramount of the Mander and Warden of the South, to hold the whole of the Reach in my name.\n\nHe wept, I am told, though not before me. His house has kept this garden for other men's crowns since the days of the green kings; now the garden is theirs to keep for mine. The lords of the Mander came up one by one to do him homage - some gladly, for they know his fairness; some with their eyes on the burned fields and their thoughts kept prudently behind their teeth. The Florents of Brightwater knelt last and lowest, and I do not think they will forget the order of that kneeling. Neither will I.\n\nOne matter I settled quietly, after: the burned boy, Mern's nephew, I commended to the maesters' care with every kindness my camp could offer. What the fire began is beyond any man's mending. The green hand ends in a sickbed at Highgarden, tended by the servants of the house that inherits its garden.\n\n#bold The rose shall tend what the green hand planted. And it will remember, always, whose gift the garden was.#!",[],[]
fab_ac_west.0026,localization/english/ac/fab_ac_04_west_l_english.yml,87,The Castle of the Marches,[],[]
fab_ac_west.0026.desc,localization/english/ac/fab_ac_04_west_l_english.yml,88,"It was done in the great hall of Highgarden, beneath banners not its own. Lord Peake of Starpike knelt a marcher lord and rose Lord of Highgarden, Lord Paramount of the Mander and Warden of the South, to hold the whole of the Reach in my name.\n\nMy counsellors had their reasons, and they were sound ones: old blood, Gardener blood by marriage twice over, a strong seat in the marches that has watched Dorne for centuries, and a hardness the soft green heart of the Reach may need in the years I have planned for it. The Reach lords did homage in their turn - though I marked how many eyes went to Harlan Tyrell, standing quiet among them, the steward who opened the gates and was handed back only his stewardship. Peake will need to watch the rose as closely as he watches the sands.\n\nOne matter I settled quietly, after: the burned boy, Mern's nephew, I commended to the maesters' care with every kindness my camp could offer. What the fire began is beyond any man's mending. The green hand ends in a sickbed at Highgarden, in a castle that answers to Starpike now.\n\n#bold Proud, hard, and mine by gratitude. The marches have come to the garden.#!",[],[]
fab_ac_west.0027,localization/english/ac/fab_ac_04_west_l_english.yml,90,The Green Hand Endures,[],[]
fab_ac_west.0027.desc,localization/english/ac/fab_ac_04_west_l_english.yml,91,"It was done in the great hall of Highgarden, and half the court wept to see it. [fab_gardener_nephew.GetFirstName], nephew to King Mern, the last living drop of Garth Greenhand's line, was carried to the dais in a litter - he cannot yet stand unaided - and knelt by lowering his head alone. I raised him Lord of Highgarden, Lord Paramount of the Mander and Warden of the South, to hold in my name the garden his fathers planted.\n\nThe maesters tell me plainly he may not see the year's end; the fire that took his king and kin did not spare him so much as agree to wait. But he took the oath in a voice that did not shake, and when it was done the lords of the Reach knelt to a Gardener again - and meant it, every man of them, in a way no conqueror's grant could have made them mean it. If the Seven grant him years, the green hand grows again under the dragon's peace. If they do not, no man will say Aegon Targaryen let the line of the green kings end in a sickbed while its garden was given away above his head.\n\nHarlan Tyrell keeps his stewardship, and serves the boy as his house has served Gardeners for three hundred years. Some things, it seems, survive even dragonfire.\n\n#bold The green hand, grown from ash. The singers will make much of that.#!",[],[]
fab_ac_west.0029,localization/english/ac/fab_ac_04_west_l_english.yml,93,The West Must Have a Lord,[],[]
fab_ac_west.0029.desc,localization/english/ac/fab_ac_04_west_l_english.yml,94,"They took the King of the Rock on the morrow of the battle, and he has asked to kneel. Before I raise him, my counsellors would have me weigh what I am raising.\n\nLoren Lannister rode against me beside Mern Gardener with all the gold-bought steel of the west at his back - and unlike Mern, he lives, because he had the wit to ride THROUGH my fire rather than stand in it. A proud man, a capable one, and the lords of the westerlands are long used to obeying the Rock. Confirm him, and the west changes masters in an afternoon and gives me no more trouble.\n\nBut there are other voices. The Reynes of Castamere are the second power of the west, red lions to Casterly's gold, rich from their mines and prouder than princes - and they were quick, very quick, to whisper that a king who fought the dragon might be better replaced by a house that would owe the dragon everything. There is wisdom in a lord paramount built entirely of gratitude. There is also the certainty that the Rock never forgets an insult.\n\n#bold The gold lion or the red. The west will kneel either way - the question is to whom it kneels first.#!",[],[]
fab_ac_west.0029.option1,localization/english/ac/fab_ac_04_west_l_english.yml,95,Loren knelt while breath remained in him to choose. Confirm the Rock.,[],[]
fab_ac_west.0029.option2,localization/english/ac/fab_ac_04_west_l_english.yml,96,A red lion who owes me everything. Raise House Reyne.,[],[]
fab_ac_west.0030,localization/english/ac/fab_ac_04_west_l_english.yml,98,The Warden of the West,[],[]
fab_ac_west.0030.desc,localization/english/ac/fab_ac_04_west_l_english.yml,99,"They took the King of the Rock on the morrow of the battle, not a day's ride from the field. He did not resist. He had ridden through fire to keep his freedom for one more night, and I think he spent it deciding what kind of man would kneel to me come morning.\n\nA proud one, as it happens. Loren Lannister came before me with his back straight and soot still on his cloak, laid his sword and his crown together at my feet, bent the knee, and did me homage as King of All Westeros - the first of the great kings to do so while breath remained in him to choose. And I, true to the promise I have made all Westeros, raised my beaten foe back to his feet with my own hands. He keeps his lands and his lordship: Lord of Casterly Rock now, no longer a king, and Warden of the West besides, holding the westerlands in my name. His bannermen followed him to the knee, and after them a stream of Reach lords who survived the dragonfire, each gladder than the last that I make the kneeling easy.\n\nThe crown goes to my treasury. The sword goes downriver with all the others.\n\n#bold The singers have found him a name already: Loren the Last. He wears it, they say, without complaint. He is alive to hear it - the wisdom of that name wants no explaining.#!",[],[]
fab_ac_west.0030.option1,localization/english/ac/fab_ac_04_west_l_english.yml,100,Loren's kingship ends here.,[],[]
fab_ac_west.0031,localization/english/ac/fab_ac_04_west_l_english.yml,102,The Red Lion Rises,[],[]
fab_ac_west.0031.desc,localization/english/ac/fab_ac_04_west_l_english.yml,103,"It was done in the shadow of the Rock it humbled. The Lord of Castamere knelt a bannerman and rose Lord Paramount of the Westerlands and Warden of the West, to hold the west in my name - the first Reyne ever to outrank a Lannister, and well does he know it.\n\nLoren the Last knelt in his turn and did homage to the man who was his vassal a fortnight past. He performed it correctly, word for word and gesture for gesture, with a face that might have been carved from the Rock itself. He keeps Casterly Rock and its gold, and his pride keeps whatever his pride can carry. I have raised a lord paramount who owes me everything and unmade a king who will owe me a grudge to his grave - my counsellors call it a fair trade, and from the Reyne's side of the scale it surely is.\n\nThe red lion banners already fly from Castamere to the sea. The gold lion flies over one castle now, and the west will spend a generation learning the new order of things - or testing it.\n\n#bold Gold and red. So long as both kneel, the dragon need not care which lion roars louder.#!",[],[]
fab_ac_west.0031.option1,localization/english/ac/fab_ac_04_west_l_english.yml,104,"In a coat of gold or a coat of red, a lion still has claws.",[],[]
fab_ac_west.0032,localization/english/ac/fab_ac_04_west_l_english.yml,106,The Green Hand Breaks the Dragon,[],[]
fab_ac_west.0032.desc,localization/english/ac/fab_ac_04_west_l_english.yml,107,"Aegon's host is in retreat beyond the borders of the Reach. The roads that carried his conquerors south now carry burned wagons, wounded men, and torn dragon banners back toward the Blackwater. Three dragons entered my kingdom. Not one of them won it.\n\nWe denied Aegon the battle he wanted, divided his smaller host, and struck wherever his beasts could not be everywhere at once. Every burned village raised another company against him; every fallen knight was replaced by ten spearmen from the next field. At last even dragons could not hold ground beneath an army that would not cease growing.\n\nHighgarden's bells sound across the Mander. The crown of Garth Greenhand remains mine, and all Westeros now knows that the Targaryen is not destiny made flesh. The dragon can bleed. The dragon can fail.",[],[]
fab_ac_west.0032.option1,localization/english/ac/fab_ac_04_west_l_english.yml,108,By Our Hand!,[],[]
fab_ac_west.0033,localization/english/ac/fab_ac_04_west_l_english.yml,110,The Lion Prevails Over the Dragon,[],[]
fab_ac_west.0033.desc,localization/english/ac/fab_ac_04_west_l_english.yml,111,"The last of Aegon's banners has vanished beyond the Golden Tooth. The dragonlord who crossed Westeros as though kingdoms were lines upon his Painted Table has been driven from the westerlands, his host broken against the strength of the Rock.\n\nBalerion darkened our skies and dragonfire scarred our fields, but Casterly Rock did not open its gates. Westermen who fled the Field of Fire returned to fight beneath the lion banner, and every victory drew more men from mine, hill, and harbor. Aegon has learned what Harren and Mern never lived to understand: dragons inspire terror, but terror alone cannot hold a kingdom determined to resist.\n\nThe crown remains upon my head. From Lannisport to the Golden Tooth, bells answer one another across the hills, and a single cry rises from the west—louder than the beat of dragon wings.",[],[]
fab_ac_west.0033.option1,localization/english/ac/fab_ac_04_west_l_english.yml,112,The lion still has claws.,[],[]
fab_ac_north.0001,localization/english/ac/fab_ac_05_north_l_english.yml,2,Winter's Banners,[],[]
fab_ac_north.0001.desc,localization/english/ac/fab_ac_05_north_l_english.yml,3,"Word comes north of the Neck at last, carried by traders and a merchant captain out of White Harbor: at Winterfell, King Torrhen Stark has called his banners.\n\nThey say he stood in the great hall of his forefathers, beneath eight thousand years of Stark kings, and raised Ice above his head - the greatsword of his house, Valyrian steel, older than any grudge in the North - and that the lords of winter roared until the rafters shook. Dustin and Bolton, Umber and Karstark, Manderly and Mormont and Flint: hard men from a hard country, none of whom has ever knelt to a power south of the Neck.\n\nBut the North is vast - larger than the other kingdoms of Westeros put together, and most of it empty. A muster of the North is not a thing of weeks; from the Last Hearth to the shores of the Sunset Sea, his lords must gather men across distances my southern foes cannot imagine. It will be many moons before the wolf can march.\n\n#bold Whenever he comes, and however many he brings, the answer waiting for him will be the same.#!",[],[]
fab_ac_north.0001.option1,localization/english/ac/fab_ac_05_north_l_english.yml,4,The wolf stirs. Good.,[],[]
fab_ac_north.0002,localization/english/ac/fab_ac_05_north_l_english.yml,6,The Banners Are Called,[],[]
fab_ac_north.0002.desc,localization/english/ac/fab_ac_05_north_l_english.yml,7,"The south is falling. Not slowly, the way kingdoms fall in the old tales, but in months — the Storm King dead, Harren burned in his stones, the Reach turned to ash and the Rock on its knees. Every raven out of the Neck carries a worse tale than the last.\n\nThe North did not kneel to the Andals when all the south did. It has never knelt to anyone. Thirty thousand men are mustered at Moat Cailin, and I will lead them down the causeway myself.\n\nI do not love this war. But a King in the North who lets the south be devoured piecemeal, and waits his turn behind the Neck, is no king at all.",[],[]
fab_ac_north.0002.option1,localization/english/ac/fab_ac_05_north_l_english.yml,8,Winter will meet the dragon.,[],[]
fab_ac_north.0003,localization/english/ac/fab_ac_05_north_l_english.yml,10,The Wolf Crosses the Neck,[],[]
fab_ac_north.0003.desc,localization/english/ac/fab_ac_05_north_l_english.yml,11,"The word reached me at Highgarden, still smelling of the Field of Fire's ashes: Torrhen Stark has come down through the Neck at the head of thirty thousand northmen and entered the riverlands. The King in the North has managed his muster faster than I judged possible, and he marches hard for the Trident.\n\nEvery plan I had made for the south - Oldtown, the marches, Dorne - is set aside as of this hour. My host turns north with all the speed it can make, and I do not ride with it: I fly, ahead of them all, on Balerion's wings. The ravens go out before me - to Rhaenys, to Visenya, and to every lord who bent the knee after Harrenhal and the Field of Fire. Riverlord and stormlander, reachman and westerman, all of them owe their new king a war, and I mean to collect at the Trident.\n\n#bold Torrhen brings thirty thousand. Let us show him what has become of everyone else who counted men against dragons.#!",[],[]
fab_ac_north.0003.option1,localization/english/ac/fab_ac_05_north_l_english.yml,12,North. At once.,[],[]
fab_ac_north.0004,localization/english/ac/fab_ac_05_north_l_english.yml,14,The Wolf Crosses the Neck,[],[]
fab_ac_north.0004.desc,localization/english/ac/fab_ac_05_north_l_english.yml,15,"The Aegonfort is a poor seat for a king - timber walls and a mud yard above the three hills - but it is mine, and from its ramparts I have decided the last great matter of the Conquest. The North will kneel, as the rest have knelt.\n\nMy ravens went north days ago, and the North has answered in the only tongue the Starks have ever spoken to would-be conquerors. Torrhen Stark has come down through the Neck at the head of thirty thousand northmen and crossed into the riverlands, marching hard for the Trident. The King in the North has mustered faster than I judged possible - but muster he did, and now the matter will be settled in the field, or beneath a dragon's shadow.\n\nI do not ride with the host. I fly, ahead of them all, on Balerion's wings, and the ravens go out before me - to Rhaenys, to Visenya, and to every lord who has bent the knee. Riverlord and stormlander, reachman and westerman, all of them owe their king a war, and I mean to collect at the Trident.\n\n#bold Torrhen brings thirty thousand. Let us show him what became of everyone else who counted men against dragons.#!",[],[]
fab_ac_north.0004.option1,localization/english/ac/fab_ac_05_north_l_english.yml,16,North. To the Trident.,[],[]
fab_ac_north.0005,localization/english/ac/fab_ac_05_north_l_english.yml,18,The Host at the Trident,[],[]
fab_ac_north.0005.desc,localization/english/ac/fab_ac_05_north_l_english.yml,19,"The wolf has reached the Trident and found the dragon waiting.\n\nTorrhen Stark's thirty thousand stand upon the northern bank. Across the water I have five-and-forty thousand: riverlords who remember Harrenhal, stormlanders beneath my Hand's crowned stag, and men of the Reach and westerlands who watched two kings burn upon the Field of Fire. Balerion, Vhagar, and Meraxes wheel above us where every northman may count them.\n\nBetween the hosts stands a weathered inn. All night greybeards and maesters pass through its doors bearing words from the northern camp. Some of Torrhen's lords urge him to yield his crown and save his people. Others bid him fall back behind Moat Cailin, and Brandon Snow whispers of a weirwood bow, a boat, and sleeping dragons.\n\nDawn comes cold upon the river. The door of the inn opens, and the King in the North steps forth with his answer.",[],[]
fab_ac_north.0005.option1,localization/english/ac/fab_ac_05_north_l_english.yml,20,Torrhen lays Ice at my feet. The North kneels.,[],[]
fab_ac_north.0005.option2,localization/english/ac/fab_ac_05_north_l_english.yml,21,"Winter is coming, he says. Then war will decide.",[],[]
fab_ac_north.0005.option2.tt,localization/english/ac/fab_ac_05_north_l_english.yml,22,"The conquest war continues. Brandon Snow will attempt to slay one of the three dragons, with a #V 10%#! chance of success.",[],[]
fab_ac_north.0006,localization/english/ac/fab_ac_05_north_l_english.yml,24,Counsel at the Trident,[],[]
fab_ac_north.0006.desc,localization/english/ac/fab_ac_05_north_l_english.yml,25,"The nearer we march, the worse the truth of it. I had heard the tales and trimmed them by half, as a sensible man does — and the truth is worse than the tales. A host five times the dragon's number burned in an afternoon. The riverlords who were to rise with us kneel to him instead, and his army across the Trident is larger than mine, with three dragons above it.\n\nMy bannermen thunder about honour and the blood of the First Men. And my bastard brother Brandon offers something else: he swears that with a weirwood bow and a night's darkness he can cross the river and put a shaft through a sleeping dragon's eye.\n\nSons, brothers, the whole strength of the North — I can spend it all on one cast of the dice, or I can treat with the dragon while I still have a host to treat with.",[],[]
fab_ac_north.0006.option1,localization/english/ac/fab_ac_05_north_l_english.yml,26,We treat. I will not burn the North for my pride.,[],[]
fab_ac_north.0006.option2,localization/english/ac/fab_ac_05_north_l_english.yml,27,The North stands. Brandon goes tonight.,[],[]
fab_ac_north.0007,localization/english/ac/fab_ac_05_north_l_english.yml,29,The Crown Laid Down,[],[]
fab_ac_north.0007.desc,localization/english/ac/fab_ac_05_north_l_english.yml,30,"All night Brandon and my three wisest maesters crossed and recrossed the Trident, carrying my terms and his. By dawn it was done, and I did what I brought thirty thousand men south to avoid — and what I brought them south, in the end, to survive.\n\nI knelt in the mud of the riverbank, laid Ice at his feet, and gave the Crown of Winter into the conqueror's hands. He raised me up as Lord of Winterfell and Warden of the North, and my men marched home again — every one of them alive.\n\nThe singers will not be kind. The King Who Knelt, they will call me, and my own lords will say it in their cups for as long as I live. The Field of Fire has a longer list of names, and every name on it is dead.",[],[]
fab_ac_north.0007.option1,localization/english/ac/fab_ac_05_north_l_english.yml,31,Let them call me the King Who Knelt. My men are alive.,[],[]
fab_ac_north.0008,localization/english/ac/fab_ac_05_north_l_english.yml,33,"A Bow, a Boat, a Night",[],[]
fab_ac_north.0008.desc,localization/english/ac/fab_ac_05_north_l_english.yml,34,"It is done — Brandon slipped from the camp at moonset with his weirwood bow and two silent men, making for the dark of the far bank where the beasts sleep among the conqueror's tents.\n\nIf the gods of our fathers are watching, by dawn one of the dragons is dead, and every man in Westeros learns they can die. If they are not watching, I have spent my brother.\n\nTheon Stark was given worse odds against the Andals, the old tales say, and the Hungry Wolf fed. But the Andals did not have dragons, and I find the night very long.",[],[]
fab_ac_north.0008.option1,localization/english/ac/fab_ac_05_north_l_english.yml,35,"Gods of my fathers, watch over him.",[],[]
fab_ac_north.0009,localization/english/ac/fab_ac_05_north_l_english.yml,37,The Impossible Arrow,[],[]
fab_ac_north.0009.desc,localization/english/ac/fab_ac_05_north_l_english.yml,38,"By the old gods and the new ones too — he did it.\n\nA dragon is dead. Brandon's shaft found its eye in the dark, and the scream of it woke both camps and will wake the whole world after. The beasts of Valyria can die, and it was a bastard of Winterfell with a weirwood bow who proved it.\n\nThe dragon's camp is in uproar and my own is roaring Brandon's name. Whatever comes now — and the conqueror's wroth will come — the spell is broken. Sound the horns. If we must fight the storm that follows, we fight it as the first men in three hundred years to know that dragons bleed.",[],[]
fab_ac_north.0009.option1,localization/english/ac/fab_ac_05_north_l_english.yml,39,Dragons can die. Now the world knows.,[],[]
fab_ac_north.0010,localization/english/ac/fab_ac_05_north_l_english.yml,41,The Price of the Attempt,[],[]
fab_ac_north.0010.desc,localization/english/ac/fab_ac_05_north_l_english.yml,42,"They found what the fire left on the far bank at first light. My brother is dead.\n\nBrandon reached the sleeping beasts — reached them, mind, past every guard the conqueror had — and the shaft flew, and the dragon woke. There is nothing to bury. There is a bow of white weirwood, half-charred, that some brave fool of his men carried back across the river, and I will keep it until I die.\n\nThe conqueror's host is stirring and his beasts are in the sky, angry now. I must make what defence I can, knowing it cannot be enough — and knowing that one word of treaty from me, a day sooner, and my brother would be standing at my shoulder still.",[],[]
fab_ac_north.0010.option1,localization/english/ac/fab_ac_05_north_l_english.yml,43,"Rest now, brother. The weirwoods keep you.",[],[]
fab_ac_north.0011,localization/english/ac/fab_ac_05_north_l_english.yml,45,The North Bends,[],[]
fab_ac_north.0011.desc,localization/english/ac/fab_ac_05_north_l_english.yml,46,"They came across the river at dusk under a peace banner: Brandon Snow, the King in the North's bastard brother, with three maesters in his company. The same man, my scouts swear, who offered to swim the Trident by night and cut the throats of my dragons - sent instead to treat with me. All through the night the messages went back and forth across the dark water, terms drafted and redrafted by candlelight, and I will say this for the northmen: they haggled over their honor, never their lives.\n\nCome morning, Torrhen Stark crossed the Trident. He came before me on the southern bank, in sight of both hosts, and knelt in the river mud. He laid his sword at my feet, and set beside it the Crown of Winter - the ancient crown of the Kings of the North, out of the Age of Heroes, surrendered whole where every other crown in Westeros has had to be burned or beaten from its wearer's brow.\n\nHe rises Lord of Winterfell and Warden of the North, his lands and rights affirmed, his people unburned. Thirty thousand northmen will march home to their wives because their king had the courage to bend. Men are already calling him the King Who Knelt, and some of his own lords say it with scorn.\n\n#bold They should say it kneeling. Torrhen Stark saved more lives today than most kings save in a lifetime of ruling.#!",[],[]
fab_ac_north.0011.option1,localization/english/ac/fab_ac_05_north_l_english.yml,47,Torrhen Stark chose his people over his crown.,[],[]
fab_ac_north.0012,localization/english/ac/fab_ac_05_north_l_english.yml,49,Brandon Snow's Triumph,[],[]
fab_ac_north.0012.desc,localization/english/ac/fab_ac_05_north_l_english.yml,50,"The scream tears me from sleep before the horns begin. Beyond the inn, men flee from a mountain of wings and blood. [global_var:fab_north_slain_dragon.GetName] lies dead upon the riverbank, a white weirwood shaft buried in one great eye.\n\nBrandon Snow crossed the Trident beneath the moon, passed my sentries, and did what every king in Westeros deemed impossible. One of the three dragons who forged my victories will never fly again. Across the water the northmen roar his name, believing the spell of Valyria broken.\n\nTwo dragons remain, and two dragons are enough to melt the snows from Moat Cailin to the Wall. House Stark chose blood when I offered the knee. I shall answer in the words of my house.",[],[]
fab_ac_north.0012.option1,localization/english/ac/fab_ac_05_north_l_english.yml,51,Two dragons remain. The North will pay in fire and blood.,[],[]
fab_ac_north.0013,localization/english/ac/fab_ac_05_north_l_english.yml,53,Brandon Snow's Folly,[],[]
fab_ac_north.0013.desc,localization/english/ac/fab_ac_05_north_l_english.yml,54,"The alarm is raised in the darkest hour. Brandon Snow has crossed the river with a weirwood bow and crept among the dragons, meaning to loose a shaft into a sleeping eye. He comes close enough to wake one. That is all.\n\nDragonflame turns night to day. By dawn the bastard's charred bow hangs before my pavilion, and all three dragons are aloft. Torrhen has spent his boldest brother and gained nothing but a tale of failure.\n\nThere is no need to make a second Harrenhal of the North. Its king and host stand before me, and I will break those first. Winterfell may yet be spared if the wolf learns obedience upon the field.",[],[]
fab_ac_north.0013.option1,localization/english/ac/fab_ac_05_north_l_english.yml,55,Break his host. Leave the North something worth ruling.,[],[]
fab_ac_north.0014,localization/english/ac/fab_ac_05_north_l_english.yml,57,Who Shall Hold the North?,[],[]
fab_ac_north.0014.desc,localization/english/ac/fab_ac_05_north_l_english.yml,58,"The northern host is broken, its king at my mercy. Torrhen Stark kneels where he once meant to give battle, Ice laid naked before him and the battered crown of winter beside it. His lords kneel more slowly. Some do not look at him at all.\n\nThe North is too vast to rule from the Blackwater. One house must speak with my voice beyond the Neck, call the banners in my wars, and keep the king's peace through the long winters. House Stark has held these lands for thousands of years, and even defeated wolves command old loyalties. Yet the Dreadfort is strong, and the Boltons have long known how to master fearful men. White Harbor offers ships, silver, and House Manderly's gratitude, though many will remember that its lords came north as exiles from the Reach.\n\nA crown has been taken. A wardenship remains to be bestowed.",[],[]
fab_ac_north.0014.option1,localization/english/ac/fab_ac_05_north_l_english.yml,59,The Starks keep Winterfell and the wardenship.,[],[]
fab_ac_north.0014.option1.tt,localization/english/ac/fab_ac_05_north_l_english.yml,60,House Stark retains the lord paramountcy of the North beneath the Iron Throne.,[],[]
fab_ac_north.0014.option2,localization/english/ac/fab_ac_05_north_l_english.yml,61,Give the North to House Bolton. Fear will keep it quiet.,[],[]
fab_ac_north.0014.option2.tt,localization/english/ac/fab_ac_05_north_l_english.yml,62,The Lord of the Dreadfort receives the lord paramountcy of the North. Torrhen Stark and the northern lords must swear to House Bolton.,[],[]
fab_ac_north.0014.option3,localization/english/ac/fab_ac_05_north_l_english.yml,63,Raise House Manderly. The North needs loyal ships and silver.,[],[]
fab_ac_north.0014.option3.tt,localization/english/ac/fab_ac_05_north_l_english.yml,64,The Lord of White Harbor receives the lord paramountcy of the North. Torrhen Stark and the northern lords must swear to House Manderly.,[],[]
fab_ac_north.0015,localization/english/ac/fab_ac_05_north_l_english.yml,66,The Warden of the North,[],[]
