"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"PORTRAIT_MODIFIER_custom_special_masks_viserys_mask_05_female","localization/english/lotd_clothing_l_english.yml","47","localization/russian/lotd_clothing_l_russian.yml","47","$PORTRAIT_MODIFIER_custom_special_masks_viserys_mask_05$","$PORTRAIT_MODIFIER_custom_special_masks_viserys_mask_05$",
"read_aegon_prophecy","localization/english/event_localization/read_prophecy_l_english.yml","3","localization/russian/read_prophecy_l_russian.yml","3","Prophecy Reading","Прочесть пророчество",
"read_aegon_prophecy_confirm","localization/english/lotd_memories_l_english.yml","2","localization/russian/lotd_memories_l_russian.yml","2","Read prophecy","Прочесть пророчество",
"read_prophecy","localization/english/lotd_memories_l_english.yml","20","localization/russian/lotd_memories_l_russian.yml","20","Read a prophecy","Прочесть пророчество",
"read_prophecy.0001.a","localization/english/event_localization/read_prophecy_l_english.yml","38","localization/russian/read_prophecy_l_russian.yml","37","I shall read the prophecy on my own...","Я [Select_CString(ROOT.Char.IsFemale, 'сама', 'сам')] прочту его...",
"read_prophecy.0001.b","localization/english/event_localization/read_prophecy_l_english.yml","39","localization/russian/read_prophecy_l_russian.yml","38","The time has come to share this prophecy with my heir, [heir.GetFirstName]","Настало время открыть это пророчество моему наследнику, [heir.GetFirstName].",
"read_prophecy.0001.c","localization/english/event_localization/read_prophecy_l_english.yml","40","localization/russian/read_prophecy_l_russian.yml","39","Another time perhaps...","Возможно, в другой раз...",
"read_prophecy.0001.d","localization/english/event_localization/read_prophecy_l_english.yml","41","localization/russian/read_prophecy_l_russian.yml","40","There is a secret hidden in this dagger...I must discover it.","В этом кинжале сокрыта тайна... Я [Select_CString(ROOT.Char.IsFemale, 'должна', 'должен')] раскрыть её.",
"read_prophecy.0002.a","localization/english/event_localization/read_prophecy_l_english.yml","45","localization/russian/read_prophecy_l_russian.yml","44","I bear this burden now...","Теперь это бремя лежит на мне...",
"read_prophecy.0003.a","localization/english/event_localization/read_prophecy_l_english.yml","48","localization/russian/read_prophecy_l_russian.yml","47","The prophecy has been passed to [heir.GetFirstName]...","Пророчество передано [heir.GetFirstName]...",
"read_prophecy.0004.a","localization/english/event_localization/read_prophecy_l_english.yml","42","localization/russian/read_prophecy_l_russian.yml","41","I have rediscovered [aegonTarg.GetFirstNameNicknamedPossessive] dream...","Я вновь [Select_CString(ROOT.Char.IsFemale, 'открыла', 'открыл')] сон [aegonTarg.GetFirstNameNicknamedPossessive]...",
"read_prophecy.0020.a","localization/english/event_localization/read_prophecy_l_english.yml","43","localization/russian/read_prophecy_l_russian.yml","42","What does it mean?","Что это значит?",
"read_prophecy_0001","localization/english/event_localization/read_prophecy_l_english.yml","5","localization/russian/read_prophecy_l_russian.yml","5","Aegon's Prophecy","Пророчество Эйгона",
"read_prophecy_0001_aegon_desc","localization/english/event_localization/read_prophecy_l_english.yml","8","localization/russian/read_prophecy_l_russian.yml","8","It has been long since I gazed into my dagger. The words of my dream are hidden in the blade.\n\nPerhaps it is time for my eyes to read the prophecy once more?","Давно я не [Select_CString(ROOT.Char.IsFemale, 'вглядывалась', 'вглядывался')] в свой кинжал. В его клинке сокрыты слова моего сна.\n\nБыть может, настало время вновь прочесть пророчество?",
"read_prophecy_0001_desc","localization/english/event_localization/read_prophecy_l_english.yml","6","localization/russian/read_prophecy_l_russian.yml","6","It has been long since I gazed into the dagger that once belonged to [aegonTarg.GetTitledFirstName]. The words of a prophecy are hidden in the blade.\n\nPerhaps it is time for my eyes to read the prophecy once more?","Давно я не [Select_CString(ROOT.Char.IsFemale, 'вглядывалась', 'вглядывался')] в кинжал, некогда принадлежавший [aegonTarg.GetTitledFirstName]. В его клинке сокрыты слова пророчества.\n\nБыть может, настало время вновь прочесть их?",
"read_prophecy_0002_a_desc","localization/english/event_localization/read_prophecy_l_english.yml","12","localization/russian/read_prophecy_l_russian.yml","12","I lower the dagger into the flame and watch as Valyrian glyphs begin to glow within the blade and stare at The Song of Ice and Fire...\n\nProphecies are strange and mysterious things...\n\nI sit and ponder for some time, am I the #COLOR:{0.5,0.0,0.0} 'Prince That Was Promised'#!? or will they be born from my line? It's impossible to know, but one thing is certain.\n\nThe day will come.","Я опускаю кинжал в пламя и смотрю, как в клинке загораются валирийские глифы; передо мной вновь проступает Песнь Льда и Пламени...\n\nПророчества странны и полны тайн.\n\nЯ долго размышляю: не я ли #COLOR:{0.5,0.0,0.0} принц, что был обещан#!? Или он ещё родится в моём роду? Этого нельзя знать наверняка. Но одно несомненно.\n\nЭтот день настанет.",
"read_prophecy_0002_b_desc","localization/english/event_localization/read_prophecy_l_english.yml","14","localization/russian/read_prophecy_l_russian.yml","14","In the night I take the opportunity to once again gaze into the prophecy.\n\nI read it to myself softly.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#! \n\n""From my blood will come the prince that was promised, and his will be The Song of Ice and Fire""\n\nSuch mysterious words, yet they seem strangely familiar.\n\nPerhaps one day I will make sense of it...","Ночью я нахожу миг, чтобы вновь обратиться к пророчеству.\n\nЯ тихо читаю его про себя.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n«Из моей крови явится принц, что был обещан, и его песней станет Песнь Льда и Пламени»\n\nТаинственные слова — и всё же они кажутся странно знакомыми.\n\nБыть может, однажды я постигну их смысл...",
"read_prophecy_0002_c_desc","localization/english/event_localization/read_prophecy_l_english.yml","16","localization/russian/read_prophecy_l_russian.yml","16","I run my fingers across the glowing blade, the legacy of [aegonTarg.GetFirstName] lies in my hands.\n\nMy duty as his descendant is to protect this secret, and pass it to my heir, as those who came before me have done.\n\nPerhaps one day it will all make sense...","Я провожу пальцами по светящемуся клинку. Наследие [aegonTarg.GetFirstName] лежит в моих руках.\n\nМой долг как потомка [aegonTarg.GetFirstName] — хранить эту тайну и передать её наследнику, как делали все, кто был до меня.\n\nБыть может, однажды всё это обретёт смысл...",
"read_prophecy_0002_desc","localization/english/event_localization/read_prophecy_l_english.yml","10","localization/russian/read_prophecy_l_russian.yml","10","Just as [daenysTarg.GetFirstName] foresaw the end of Valyria, [aegonTarg.GetFirstName] foresaw the end of the world of men. It is to begin with a terrible winter. Gusting out of the distant north. [aegonTarg.GetFirstName] saw absolute darkness riding on those winds, and whatever dwells within will destroy the world of the living. [aegonTarg.GetFirstName] called his dream The Song of Ice and Fire. This secret has been passed from King to heir since.\n\nI lower the dagger into the flame and watch as Valyrian glyphs begin to glow within the blade.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#! \n\n""From my blood will come the prince that was promised, and his will be The Song of Ice and Fire""","Как [daenysTarg.GetFirstName] предвидела гибель Валирии, так [aegonTarg.GetFirstName] узрел конец мира людей. Началом станет лютая зима, налетевшая с далёкого Севера. С этими ветрами [aegonTarg.GetFirstName] увидел непроглядную тьму — и то, что таится в ней, погубит мир живых. Свой сон [aegonTarg.GetFirstName] назвал Песнью Льда и Пламени. С той поры эту тайну передают от короля к наследнику.\n\nЯ опускаю кинжал в пламя и смотрю, как в клинке загораются валирийские глифы.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n«Из моей крови явится принц, что был обещан, и его песней станет Песнь Льда и Пламени»",
"read_prophecy_0003_aegon_desc","localization/english/event_localization/read_prophecy_l_english.yml","50","localization/russian/read_prophecy_l_russian.yml","49","Just as [daenysTarg.GetFirstName] foresaw the end of Valyria, I foresaw the end of the world of men. It is to begin with a terrible winter. Gusting out of the distant north. I saw absolute darkness riding on those winds, and whatever dwells within will destroy the world of the living. I call this dream 'The Song of Ice and Fire'.\n\nI lower the dagger into the flame and watch as Valyrian glyphs begin to glow within the blade as [heir.GetFirstName] watches on.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#! \n\n[heir.GetFirstName] begins to read the Valyrian text ""From my blood... will come the prince that was promised... and his will be The Song of Ice and Fire""\n\n[heir.GetFirstName] looks back to me.\n\n""[heir.GetFirstName], this secret must not die with me. I pass this prophecy on to you. Now you must promise to carry it, and protect it.""","Как [daenysTarg.GetFirstName] предвидела гибель Валирии, так я узрел конец мира людей. Началом станет лютая зима, налетевшая с далёкого Севера. С этими ветрами я увидел непроглядную тьму — и то, что таится в ней, погубит мир живых. Этот сон я назвал Песнью Льда и Пламени.\n\nЯ опускаю кинжал в пламя и смотрю, как в клинке загораются валирийские глифы, пока [heir.GetFirstName] наблюдает рядом.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n[heir.GetFirstName] начинает читать валирийский текст: «Из моей крови... явится принц, что был обещан... и его песней станет Песнь Льда и Пламени».\n\n[heir.GetFirstName] смотрит на меня.\n\n«[heir.GetFirstName], эта тайна не должна умереть вместе со мной. Я передаю пророчество тебе. Теперь ты [Select_CString(heir.IsFemale, 'должна', 'должен')] поклясться нести его и оберегать».",
"read_prophecy_0003_desc","localization/english/event_localization/read_prophecy_l_english.yml","47","localization/russian/read_prophecy_l_russian.yml","46","Just as [daenysTarg.GetFirstName] foresaw the end of Valyria, [aegonTarg.GetFirstName] foresaw the end of the world of men. It is to begin with a terrible winter. Gusting out of the distant north. [aegonTarg.GetFirstName] saw absolute darkness riding on those winds, and whatever dwells within will destroy the world of the living. [aegonTarg.GetFirstName] called his dream The Song of Ice and Fire. This secret has been passed from King to heir since.\n\nI lower the dagger into the flame and watch as Valyrian glyphs begin to glow within the blade as [heir.GetFirstName] watches on.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#! \n\n[heir.GetFirstName] begins to read the Valyrian text ""From my blood... will come the prince that was promised... and his will be The Song of Ice and Fire""\n\n[heir.GetFirstName] looks back to me.\n\n""[heir.GetFirstName], this secret has been passed from King to heir since [aegonTarg.GetFirstNameNicknamedPossessive] time. Now you must promise to carry it, and protect it.""","Как [daenysTarg.GetFirstName] предвидела гибель Валирии, так [aegonTarg.GetFirstName] узрел конец мира людей. Началом станет лютая зима, налетевшая с далёкого Севера. С этими ветрами [aegonTarg.GetFirstName] увидел непроглядную тьму — и то, что таится в ней, погубит мир живых. Свой сон [aegonTarg.GetFirstName] назвал Песнью Льда и Пламени. С той поры эту тайну передают от короля к наследнику.\n\nЯ опускаю кинжал в пламя и смотрю, как в клинке загораются валирийские глифы, пока [heir.GetFirstName] наблюдает рядом.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n[heir.GetFirstName] начинает читать валирийский текст: «Из моей крови... явится принц, что был обещан... и его песней станет Песнь Льда и Пламени».\n\n[heir.GetFirstName] смотрит на меня.\n\n«[heir.GetFirstName], эту тайну передавали от короля к наследнику со времён [aegonTarg.GetFirstNameNicknamedPossessive]. Теперь ты [Select_CString(heir.IsFemale, 'должна', 'должен')] поклясться нести её и оберегать».",
"read_prophecy_0004_desc","localization/english/event_localization/read_prophecy_l_english.yml","52","localization/russian/read_prophecy_l_russian.yml","51","There has always been much mystery surrounding the Valyrian steel dagger that once belonged to [aegonTarg.GetFullName]. Perhaps there is something more to this dagger?\n\nI muster all the books and records I have from [aegonTarg.GetFirstNameNicknamedPossessive] time...and I find nothing except a diary and a sketch of the dagger alongside the Valyrian glyph #COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 J #!which translates to 'Fire'.\n\n""Fire?"" I ask myself. I lower the blade into the flame that lights my room and it glows to life with numerous Valyrian glyphs.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n""From my blood... will come the prince that was promised... and his will be The Song of Ice and Fire.""\nWith this knowledge I connect the contents of the diary to the words in the blade. [aegonTarg.GetFirstName] saw something... something dark and terrible, and only the heir of [aegonTarg.GetFirstName] can protect the world of men...","Кинжал из валирийской стали, некогда принадлежавший [aegonTarg.GetFullName], всегда был окружён тайнами. Быть может, в нём скрыто нечто большее?\n\nЯ собираю все книги и записи времён [aegonTarg.GetFirstNameNicknamedPossessive], какие только могу найти... и наконец нахожу дневник с наброском кинжала рядом с валирийским глифом #COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 J#!, означающим «огонь».\n\n«Огонь?» — спрашиваю я себя. Я опускаю клинок в пламя, освещающее мои покои, и тот оживает множеством валирийских глифов.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:14 ;AB:CV:FLPG:HRP:TIDX:E:YN:WP:JPE:KQ:ZOU;#!\n\n«Из моей крови... явится принц, что был обещан... и его песней станет Песнь Льда и Пламени».\nТеперь записи дневника и слова на клинке сходятся воедино. [aegonTarg.GetFirstName] видел нечто тёмное и ужасное. И лишь наследник [aegonTarg.GetFirstName] способен уберечь мир людей.",
"read_prophecy_0020_desc","localization/english/event_localization/read_prophecy_l_english.yml","19","localization/russian/read_prophecy_l_russian.yml","19","As I lower the blade into the flame I once again see the ancient Valyrian glyphs begin to glow...\n\nGlyphs turn to shapes, and my vision becomes unclear. I hear voices and see faces...The flame burns hotter and glyphs shine brighter...\n\nI begin to see dragons, men, women, and cities I've never known, one vision fades into another again and again, as I struggle to focus.\n\nMy mind can't bear it all and I begin to hear whispers and then shouting. My blood begins to boil and my vision fades into nothing but a blur of light. My skin feels like it is burning. All I can see and hear is the prohecy...""From my blood will come the prince that was promised...From my blood will come the prince that was promised"" ","Когда я опускаю клинок в пламя, древние валирийские глифы вновь вспыхивают светом...\n\nГлифы складываются в образы, зрение мутнеет. Я слышу голоса, вижу лица... Пламя разгорается всё жарче, знаки сияют всё ярче...\n\nПередо мной возникают драконы, мужчины, женщины и города, которых я никогда не [Select_CString(ROOT.Char.IsFemale, 'знала', 'знал')]. Одно видение сменяет другое, снова и снова, пока я тщетно пытаюсь ухватиться хоть за что-то.\n\nРазум не выдерживает: сперва доносится шёпот, затем крики. Кровь вскипает, мир перед глазами тонет в размытом сиянии, кожа будто горит. Я вижу и слышу лишь пророчество... «Из моей крови явится принц, что был обещан... Из моей крови явится принц, что был обещан...»",
"read_prophecy_0021_a_desc","localization/english/event_localization/read_prophecy_l_english.yml","23","localization/russian/read_prophecy_l_russian.yml","23","I gaze into the blade once again...and once again I am presented with intense visions.\n\nI see Kings Landing in ruins...I see a young Valyrian woman flanked by 3 dragons unleashing unimaginable terror upon the city.\n\n #X Fire and Blood...#!\n\n All is consumed and none are sparred...I too, am eventually consumed by the flame.","Я вновь вглядываюсь в клинок... и вновь меня захлёстывают неистовые видения.\n\nЯ вижу Королевскую Гавань в руинах... Вижу юную валирийскую женщину с тремя драконами, обрушивающую на город невообразимый ужас.\n\n#X Пламя и кровь...#!\n\nВсё поглощено. Никто не пощажён... и в конце концов пламя добирается и до меня.",
"read_prophecy_0021_b_desc","localization/english/event_localization/read_prophecy_l_english.yml","25","localization/russian/read_prophecy_l_russian.yml","25","As I gaze into the blade, my eyes fixate on one gylph in particular...\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:21 :C:#!\n\nThe Valyrian glyph for #COLOR:{0.5,0.0,0.0} blood#!. Mist and strange shapes begin to surround me. Soon enough I find myself found by oddly familiar faces. First appears [ancestor_1.GetTitledFirstName], alone in the mist. I then recognize [ancestor_2.GetTitledFirstName], [ancestor_3.GetTitledFirstName], and [ancestor_4.GetTitledFirstName], all standing around me, smiling.\n\nSoon enough I am surrounded by all my ancestors, and some relatives I cannont yet recognize.\n\nTheir smiles fade and so does the peace, my ancestors all begin fighting one another in a disgusting display of hostility...Soon enough they turn their anger to me! My vision fades as they strangle me...\n\nI once again find myself in my chambers...safe albeit a bit jarred.","Когда я вглядываюсь в клинок, мой взгляд приковывает один-единственный глиф...\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:21 :C:#!\n\nВалирийский знак #COLOR:{0.5,0.0,0.0} крови#!. Туман и расплывчатые тени смыкаются вокруг меня. Вскоре рядом проступают смутно знакомые лица. Первым в тумане появляется [ancestor_1.GetTitledFirstName]. Затем я узнаю [ancestor_2.GetTitledFirstName], [ancestor_3.GetTitledFirstName] и [ancestor_4.GetTitledFirstName] — все они стоят вокруг и улыбаются.\n\nВскоре меня окружают все мои предки, а с ними и родичи, которых я пока не узнаю.\n\nИх улыбки меркнут, как и мир вокруг. Предки бросаются друг на друга в жутком порыве вражды... а затем их ярость обращается на меня. Они смыкаются вокруг, холодные руки стискивают горло — и видение меркнет.\n\nЯ вновь прихожу в себя в своих покоях: [Select_CString(ROOT.Char.IsFemale, 'живая', 'живой')], но потрясён[Select_CString(ROOT.Char.IsFemale, 'ная', 'ный')].",
"read_prophecy_0021_c_desc","localization/english/event_localization/read_prophecy_l_english.yml","27","localization/russian/read_prophecy_l_russian.yml","27","As I stare into the dagger, mist and smoke consumes me.\n\nI find myself surrounded by my distant ancestors. [aegonTarg.GetFirstName], [visenya.GetFirstName], and [rhaenys.GetFirstName] appear infront of me as if I could reach out and touch them.\n\nThey begin to speak, but I cannont quite understand them.\n\nSlowly, their bodies begin to rot away in front of me. I watch as my three ancestors regress into rotting flesh and bones...\n\nI awake again in my chambers, unharmed.","Когда я смотрю в кинжал, меня поглощают туман и дым.\n\nЯ оказываюсь среди своих далёких предков. [aegonTarg.GetFirstName], [visenya.GetFirstName] и [rhaenys.GetFirstName] стоят передо мной так близко, будто стоит лишь протянуть руку — и я коснусь их.\n\nОни начинают говорить, но я не могу разобрать ни слова.\n\nПостепенно их тела гниют у меня на глазах. Я смотрю, как трое моих предков обращаются в истлевшую плоть и кости...\n\nЯ вновь прихожу в себя в своих покоях, [Select_CString(ROOT.Char.IsFemale, 'невредимой', 'невредимым')].",
"read_prophecy_0021_d_desc","localization/english/event_localization/read_prophecy_l_english.yml","29","localization/russian/read_prophecy_l_russian.yml","29","I gaze into the blade once again...and once again I am presented with intense visions.\n\nI see Westeros in a deep winter...\n\nA dark night lies over the land, and snow falls to the ground.\n\nIn the night I see distant shadows, the outlines of men walking in the snow.\n\nThey turn toward me, each with a pair of bright blue eyes that glow in the night...and then they begin to advance toward me...I run, but no matter how far, or for how long they still trail behind me.\n\nEventually they catch me. Cold dead hands grab at me...\n\nSuddenly I awake in my chambers, unharmed.","Я вновь вглядываюсь в клинок... и передо мной снова встают тяжкие видения.\n\nЯ вижу Вестерос, скованный глубокой зимой...\n\nТёмная ночь лежит над землёй, и снег бесконечно падает с небес.\n\nСквозь ночь я различаю далёкие тени — очертания людей, бредущих по снегу.\n\nОни поворачиваются ко мне; у каждого — пара ярко-синих глаз, сверкающих во тьме... Затем они начинают приближаться... Я бегу, но как бы далеко и долго ни [Select_CString(ROOT.Char.IsFemale, 'бежала', 'бежал')], они всё равно следуют за мной.\n\nВ конце концов они настигают меня. Холодные мёртвые руки хватают меня...\n\nВнезапно я просыпаюсь в своих покоях, [Select_CString(ROOT.Char.IsFemale, 'невредимой', 'невредимым')].",
"read_prophecy_0021_e_desc","localization/english/event_localization/read_prophecy_l_english.yml","31","localization/russian/read_prophecy_l_russian.yml","31","I sit and gaze into the blade...Soon enough I find myself in the middle of a pit.\n\nSeveral animals are fighting around me.\n\nA lion and direwolf claw at each other with great fearlessness.\n\nA stag lies dead at the center of them...\n\nI look up as three dragons descend onto us. I am engulfed in flame along with the animals.\n\nStartled, I awake, safely in my chambers...","Я сижу и вглядываюсь в клинок... и вскоре оказываюсь на дне ямы.\n\nВокруг меня сражаются звери.\n\nЛев и лютоволк бесстрашно рвут друг друга когтями.\n\nВ самом центре лежит мёртвый олень...\n\nЯ поднимаю глаза — и вижу, как на нас снижаются три дракона. Пламя охватывает меня вместе со зверями.\n\n[Select_CString(ROOT.Char.IsFemale, 'Потрясённая', 'Потрясённый')], я прихожу в себя в своих покоях, в безопасности...",
"read_prophecy_decision_desc","localization/english/event_localization/read_prophecy_l_english.yml","53","localization/russian/read_prophecy_l_russian.yml","52","Read the prophecy hidden in your Valyrian Steel dagger. The Song of Ice and Fire is a prophecy that can be passed from ruler to heir.","Прочтите пророчество, сокрытое в вашем кинжале из валирийской стали. Песнь Льда и Пламени можно передавать от правителя к наследнику.",
"read_prophecy_decision_tooltip","localization/english/event_localization/read_prophecy_l_english.yml","57","localization/russian/read_prophecy_l_russian.yml","56","Read the prophecy hidden in your dagger.","Прочитать пророчество, сокрытое в вашем кинжале.",
"read_prophecy_desc","localization/english/lotd_memories_l_english.yml","3","localization/russian/lotd_memories_l_russian.yml","3","I read the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger","Я [Select_CString(owner.IsFemale, 'прочла', 'прочёл')] пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive]",
"read_prophecy_desc_second_perspective","localization/english/lotd_memories_l_english.yml","4","localization/russian/lotd_memories_l_russian.yml","4","you read the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger","Вы прочли пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive]",
"read_prophecy_desc_third_perspective","localization/english/lotd_memories_l_english.yml","5","localization/russian/lotd_memories_l_russian.yml","5","[owner.GetName] read the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger","[owner.GetName] [Select_CString(owner.IsFemale, 'прочла', 'прочёл')] пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive]",
"read_prophecy_desc_to_heir_third_perspective","localization/english/lotd_memories_l_english.yml","9","localization/russian/lotd_memories_l_russian.yml","9","[owner.GetName] passed the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger to [heir.GetName]","[owner.GetName] [Select_CString(owner.IsFemale, 'передала', 'передал')] пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive], наследнику [heir.GetName]",
"read_prophecy_effect_0","localization/english/event_localization/read_prophecy_l_english.yml","54","localization/russian/read_prophecy_l_russian.yml","53","You can look into the prophecy hidden in your dagger and pass it to a heir.","Вы можете взглянуть на пророчество, сокрытое в вашем кинжале, и передать его наследнику.",
"read_prophecy_effect_1","localization/english/event_localization/read_prophecy_l_english.yml","55","localization/russian/read_prophecy_l_russian.yml","54","You will gain a small amount of [prestige|E] and [dynasty_prestige|E]","Вы получите немного [prestige|E] и [dynasty_prestige|E].",
"read_prophecy_effect_2","localization/english/event_localization/read_prophecy_l_english.yml","56","localization/russian/read_prophecy_l_russian.yml","55","@warning_icon! Prophecy readings are often mysterious and may have unexpected outcomes...","@warning_icon! Пророческие видения часто туманны и могут привести к неожиданным последствиям.",
"read_prophecy_to_heir","localization/english/lotd_memories_l_english.yml","24","localization/russian/lotd_memories_l_russian.yml","24","Passed a prophecy to heir","Пророчество передано наследнику",
"read_prophecy_to_heir_desc","localization/english/lotd_memories_l_english.yml","7","localization/russian/lotd_memories_l_russian.yml","7","I passed the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger to [heir.GetName]","Я [Select_CString(owner.IsFemale, 'передала', 'передал')] пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive], своему наследнику, [heir.GetName]",
"read_prophecy_to_heir_desc_second_perspective","localization/english/lotd_memories_l_english.yml","8","localization/russian/lotd_memories_l_russian.yml","8","you passed the prophecy hidden in [aegonTargLoc.GetFirstNameNicknamedPossessive] dagger to [heir.GetName]","Вы передали пророчество, сокрытое в кинжале [aegonTargLoc.GetFirstNameNicknamedPossessive], своему наследнику, [heir.GetName]",
"rediscover_events.0001.a","localization/english/event_localization/rediscover_l_english.yml","10","localization/russian/rediscover_l_russian.yml","10","Bring back what rightfully belongs to House [main.GetDynasty.GetBaseName]!","Верните Дому [main.GetDynasty.GetBaseName] то, что принадлежит ему по праву!",
"rediscover_events.0002.a","localization/english/event_localization/rediscover_l_english.yml","14","localization/russian/rediscover_l_russian.yml","14","Safe travels...","Счастливого пути...",
"rediscover_events.1001_desc","localization/english/event_localization/rediscover_l_english.yml","11","localization/russian/rediscover_l_russian.yml","11","Bring back what rightfully belongs to House [main.GetDynasty.GetBaseName]!","Верните Дому [main.GetDynasty.GetBaseName] то, что принадлежит ему по праву!",
"rediscover_events_0001_desc","localization/english/event_localization/rediscover_l_english.yml","7","localization/russian/rediscover_l_russian.yml","7","A number of my ancestors artifacts remain lost to this day, some of which date back to before [aegonTarg.GetTitledFirstName] arrived in Westeros...\n\nPerhaps with enough gold and the right mind they could be returned to House [main.GetDynasty.GetBaseName]...","Многие реликвии моих предков до сих пор считаются утраченными; некоторые восходят ещё ко временам до прибытия [aegonTarg.GetTitledFirstName] в Вестерос...\n\nБыть может, если не пожалеть золота и выбрать верного человека, эти сокровища удастся вернуть Дому [main.GetDynasty.GetBaseName]...",
"rediscover_events_0001_t","localization/english/event_localization/rediscover_l_english.yml","3","localization/russian/rediscover_l_russian.yml","3","Legacy of the Dragon","Наследие Дракона",
"rediscover_events_0002_desc","localization/english/event_localization/rediscover_l_english.yml","17","localization/russian/rediscover_l_russian.yml","17","""I will return soon my [main.GetTitleTierName]!""\n\nAnd with that, [antiquarian.GetFirstName] is gone, in search of artifacts long lost...","«Я скоро вернусь с вестями, ваша милость!»\n\nС этими словами [antiquarian.GetFirstName] отправляется на поиски давно утраченных реликвий...",
"rediscover_events_1001_desc","localization/english/event_localization/rediscover_l_english.yml","20","localization/russian/rediscover_l_russian.yml","20","[antiquarian.GetFirstName], weather-beaten and worn, carries in a burden wrapped in cloth to my throneroom.\n\n[antiquarian.GetSheHe|U] kneels and unveiles the legendary Blackfyre, one of two ancestral swords of House [main.GetDynasty.GetBaseName], its hilt gleaming with the reflections of distant history and untold perils.\n\nAt last, the long-lost symbol of House [main.GetDynasty.GetBaseName] has been returned to its rightful place.","[antiquarian.GetFirstName], [Select_CString(antiquarian.IsFemale, 'измотанная', 'измотанный')] дальней дорогой, вносит в мой тронный зал завёрнутую в ткань ношу.\n\n[antiquarian.GetSheHe|U] преклоняет колени, разворачивает ткань и открывает легендарное Чёрное Пламя — один из двух родовых клинков Дома [main.GetDynasty.GetBaseName]. Его рукоять хранит следы долгих странствий и пережитых опасностей.\n\nНаконец давно утраченный символ Дома [main.GetDynasty.GetBaseName] вернулся на своё законное место.",
"rediscover_events_1001_exit.a","localization/english/event_localization/rediscover_l_english.yml","45","localization/russian/rediscover_l_russian.yml","45","Well done [antiquarian.GetFirstName]...","Отличная работа, [antiquarian.GetFirstName]...",
